DEPADM;DEPBOL;NOMEDEPBOL;CODRMET;REGIAOMETROPOLITANA;SERIE_ANO;COD_PER;PERIODO;CO_COMP;DS_COMP;MEDPROF
2;2;Rede Municipal;4;Região Metropolitana do Vale do Paraíba e Litoral Norte;9º Ano EF;2;TARDE;2;MATEMÁTICA;242,2
2;2;Rede Municipal;4;Região Metropolitana do Vale do Paraíba e Litoral Norte;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;246
2;2;Rede Municipal;4;Região Metropolitana do Vale do Paraíba e Litoral Norte;9º Ano EF;9;GERAL;2;MATEMÁTICA;258,7
2;2;Rede Municipal;5;Interior;2º Ano EF;1;MANHÃ;1;LÍNGUA PORTUGUESA;180,7
2;2;Rede Municipal;5;Interior;2º Ano EF;1;MANHÃ;2;MATEMÁTICA;175,9
2;2;Rede Municipal;5;Interior;2º Ano EF;2;TARDE;1;LÍNGUA PORTUGUESA;178,3
2;2;Rede Municipal;5;Interior;2º Ano EF;2;TARDE;2;MATEMÁTICA;172,7
2;2;Rede Municipal;5;Interior;2º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;179,5
2;2;Rede Municipal;5;Interior;2º Ano EF;9;GERAL;2;MATEMÁTICA;174,3
2;2;Rede Municipal;5;Interior;5º Ano EF;1;MANHÃ;1;LÍNGUA PORTUGUESA;206
2;2;Rede Municipal;5;Interior;5º Ano EF;1;MANHÃ;2;MATEMÁTICA;223,2
2;2;Rede Municipal;5;Interior;5º Ano EF;2;TARDE;1;LÍNGUA PORTUGUESA;202,8
2;2;Rede Municipal;5;Interior;5º Ano EF;2;TARDE;2;MATEMÁTICA;220,1
2;2;Rede Municipal;5;Interior;5º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;205
2;2;Rede Municipal;5;Interior;5º Ano EF;9;GERAL;2;MATEMÁTICA;222,2
2;2;Rede Municipal;5;Interior;9º Ano EF;1;MANHÃ;1;LÍNGUA PORTUGUESA;240,1
2;2;Rede Municipal;5;Interior;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;253,7
2;2;Rede Municipal;5;Interior;9º Ano EF;2;TARDE;1;LÍNGUA PORTUGUESA;242,5
2;2;Rede Municipal;5;Interior;9º Ano EF;2;TARDE;2;MATEMÁTICA;261,6
2;2;Rede Municipal;5;Interior;9º Ano EF;3;NOITE;1;LÍNGUA PORTUGUESA;0
2;2;Rede Municipal;5;Interior;9º Ano EF;3;NOITE;2;MATEMÁTICA;0
2;2;Rede Municipal;5;Interior;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;240,5
2;2;Rede Municipal;5;Interior;9º Ano EF;9;GERAL;2;MATEMÁTICA;255
2;2;Rede Municipal;6;Região Metropolitana de Ribeirão Preto;2º Ano EF;1;MANHÃ;1;LÍNGUA PORTUGUESA;179,2
2;2;Rede Municipal;6;Região Metropolitana de Ribeirão Preto;2º Ano EF;1;MANHÃ;2;MATEMÁTICA;173,9
2;2;Rede Municipal;6;Região Metropolitana de Ribeirão Preto;2º Ano EF;2;TARDE;1;LÍNGUA PORTUGUESA;169,8
2;2;Rede Municipal;6;Região Metropolitana de Ribeirão Preto;2º Ano EF;2;TARDE;2;MATEMÁTICA;166
2;2;Rede Municipal;6;Região Metropolitana de Ribeirão Preto;2º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;174,8
2;2;Rede Municipal;6;Região Metropolitana de Ribeirão Preto;2º Ano EF;9;GERAL;2;MATEMÁTICA;170,3
2;2;Rede Municipal;6;Região Metropolitana de Ribeirão Preto;5º Ano EF;1;MANHÃ;1;LÍNGUA PORTUGUESA;198,6
2;2;Rede Municipal;6;Região Metropolitana de Ribeirão Preto;5º Ano EF;1;MANHÃ;2;MATEMÁTICA;213,3
2;2;Rede Municipal;6;Região Metropolitana de Ribeirão Preto;5º Ano EF;2;TARDE;1;LÍNGUA PORTUGUESA;191,2
2;2;Rede Municipal;6;Região Metropolitana de Ribeirão Preto;5º Ano EF;2;TARDE;2;MATEMÁTICA;205,6
2;2;Rede Municipal;6;Região Metropolitana de Ribeirão Preto;5º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;195,7
2;2;Rede Municipal;6;Região Metropolitana de Ribeirão Preto;5º Ano EF;9;GERAL;2;MATEMÁTICA;210,3
2;2;Rede Municipal;6;Região Metropolitana de Ribeirão Preto;9º Ano EF;1;MANHÃ;1;LÍNGUA PORTUGUESA;239,9
2;2;Rede Municipal;6;Região Metropolitana de Ribeirão Preto;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;249,7
2;2;Rede Municipal;6;Região Metropolitana de Ribeirão Preto;9º Ano EF;2;TARDE;1;LÍNGUA PORTUGUESA;227,2
2;2;Rede Municipal;6;Região Metropolitana de Ribeirão Preto;9º Ano EF;2;TARDE;2;MATEMÁTICA;235,8
2;2;Rede Municipal;6;Região Metropolitana de Ribeirão Preto;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;234
2;2;Rede Municipal;6;Região Metropolitana de Ribeirão Preto;9º Ano EF;9;GERAL;2;MATEMÁTICA;243,2
2;2;Rede Municipal;7;Região Metropolitana de Sorocaba;2º Ano EF;1;MANHÃ;1;LÍNGUA PORTUGUESA;172,2
2;2;Rede Municipal;7;Região Metropolitana de Sorocaba;2º Ano EF;1;MANHÃ;2;MATEMÁTICA;164,7
2;2;Rede Municipal;7;Região Metropolitana de Sorocaba;2º Ano EF;2;TARDE;1;LÍNGUA PORTUGUESA;172,6
2;2;Rede Municipal;7;Região Metropolitana de Sorocaba;2º Ano EF;2;TARDE;2;MATEMÁTICA;167
2;2;Rede Municipal;7;Região Metropolitana de Sorocaba;2º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;172,4
2;2;Rede Municipal;7;Região Metropolitana de Sorocaba;2º Ano EF;9;GERAL;2;MATEMÁTICA;166,2
2;2;Rede Municipal;7;Região Metropolitana de Sorocaba;5º Ano EF;1;MANHÃ;1;LÍNGUA PORTUGUESA;199,4
2;2;Rede Municipal;7;Região Metropolitana de Sorocaba;5º Ano EF;1;MANHÃ;2;MATEMÁTICA;212,1
2;2;Rede Municipal;7;Região Metropolitana de Sorocaba;5º Ano EF;2;TARDE;1;LÍNGUA PORTUGUESA;200,3
2;2;Rede Municipal;7;Região Metropolitana de Sorocaba;5º Ano EF;2;TARDE;2;MATEMÁTICA;212,3
2;2;Rede Municipal;7;Região Metropolitana de Sorocaba;5º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;199,7
2;2;Rede Municipal;7;Região Metropolitana de Sorocaba;5º Ano EF;9;GERAL;2;MATEMÁTICA;212,2
2;2;Rede Municipal;7;Região Metropolitana de Sorocaba;9º Ano EF;1;MANHÃ;1;LÍNGUA PORTUGUESA;0
2;2;Rede Municipal;7;Região Metropolitana de Sorocaba;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;0
2;2;Rede Municipal;7;Região Metropolitana de Sorocaba;9º Ano EF;2;TARDE;1;LÍNGUA PORTUGUESA;236,5
2;2;Rede Municipal;7;Região Metropolitana de Sorocaba;9º Ano EF;2;TARDE;2;MATEMÁTICA;254,8
2;2;Rede Municipal;7;Região Metropolitana de Sorocaba;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;236,5
2;2;Rede Municipal;7;Região Metropolitana de Sorocaba;9º Ano EF;9;GERAL;2;MATEMÁTICA;254,8
2;2;Rede Municipal;9;ESTADO;2º Ano EF;1;MANHÃ;1;LÍNGUA PORTUGUESA;172,6
2;2;Rede Municipal;9;ESTADO;2º Ano EF;1;MANHÃ;2;MATEMÁTICA;166,9
2;2;Rede Municipal;9;ESTADO;2º Ano EF;2;TARDE;1;LÍNGUA PORTUGUESA;170
2;2;Rede Municipal;9;ESTADO;2º Ano EF;2;TARDE;2;MATEMÁTICA;163,8
2;2;Rede Municipal;9;ESTADO;2º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;171,1
2;2;Rede Municipal;9;ESTADO;2º Ano EF;9;GERAL;2;MATEMÁTICA;165,1
2;2;Rede Municipal;9;ESTADO;5º Ano EF;1;MANHÃ;1;LÍNGUA PORTUGUESA;200,2
2;2;Rede Municipal;9;ESTADO;5º Ano EF;1;MANHÃ;2;MATEMÁTICA;214,1
2;2;Rede Municipal;9;ESTADO;5º Ano EF;2;TARDE;1;LÍNGUA PORTUGUESA;199,4
2;2;Rede Municipal;9;ESTADO;5º Ano EF;2;TARDE;2;MATEMÁTICA;213,1
2;2;Rede Municipal;9;ESTADO;5º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;199,9
2;2;Rede Municipal;9;ESTADO;5º Ano EF;9;GERAL;2;MATEMÁTICA;213,7
2;2;Rede Municipal;9;ESTADO;9º Ano EF;1;MANHÃ;1;LÍNGUA PORTUGUESA;244,7
2;2;Rede Municipal;9;ESTADO;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;257
2;2;Rede Municipal;9;ESTADO;9º Ano EF;2;TARDE;1;LÍNGUA PORTUGUESA;234,9
2;2;Rede Municipal;9;ESTADO;9º Ano EF;2;TARDE;2;MATEMÁTICA;246
2;2;Rede Municipal;9;ESTADO;9º Ano EF;3;NOITE;1;LÍNGUA PORTUGUESA;0
2;2;Rede Municipal;9;ESTADO;9º Ano EF;3;NOITE;2;MATEMÁTICA;0
2;2;Rede Municipal;9;ESTADO;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;243,2
2;2;Rede Municipal;9;ESTADO;9º Ano EF;9;GERAL;2;MATEMÁTICA;255,3
