Sigla da UF;Código do Município;Nome do Município;Código da Escola;Nome da Escola;Rede;Matemática;Língua Portuguesa;Nota Média Padronizada (N)
SP;3516408;Franco da Rocha;35921038;LUIZ ALEXARE DOS SANTOS VEREADOR;Estadual;237.11;239.9;3.611028
SP;3516408;Franco da Rocha;35923643;JOCIMARA VIEIRA DA SILVA PROFA;Estadual;;;
SP;3516408;Franco da Rocha;35925482;ZILTON BICUDO PROF;Estadual;;;
SP;3516507;Gabriel Monteiro;35030211;ANTONIO KASSAWARA KATUTOK;Estadual;296.27;301.99;5.371418
SP;3516606;Gália;35033534;GRACIEMA BAGANHA RIBEIRO;Estadual;256.41;272.14;4.36473
SP;3516705;Garça;35033388;LYDIA YVONE GOMES MARQUES PROFA;Estadual;;;
SP;3516705;Garça;35033406;ALCYR DA ROSA LIMA PROF;Estadual;;;
SP;3516705;Garça;35033424;NELY CARBONIERI DE ARADE PROFA;Estadual;290.34;286.95;5.062982
SP;3516705;Garça;35033431;ANTONIO MAGLIANO MONSENHOR ETEC;Estadual;;;
SP;3516705;Garça;35033443;NORMA MONICO TRUZZI PROFA;Estadual;266.5;270.1;4.475905
SP;3516705;Garça;35033492;HILMAR MACHADO DE OLIVEIRA;Estadual;;;
SP;3516705;Garça;35033509;PAULO ORNELLAS CARVALHO DE BARROS DEP ETEC;Estadual;271.94;264.4;4.46698
SP;3516705;Garça;35117456;ESCOLA SESI FLAVIO APARECIDO PERES;Privada;;;
SP;3516804;Gastão Vidigal;35030659;TEREZA VALVERDE CARDOSO TIRAPELE PROFA;Estadual;257.3;244.94;3.970045
SP;3516853;Gavião Peixoto;35021908;GAVIAO PEIXOTO CONSELHEIRO;Estadual;257.29;258.41;4.171551
SP;3516903;General Salgado;35030661;TONICO BARAO;Estadual;302.54;295.67;5.364869
SP;3517000;Getulina;35026360;JOSE PIMENTA DE PADUA;Estadual;;;
SP;3517000;Getulina;35026384;ALFREDO MARCOES CABRAL CEL;Estadual;;;
SP;3517109;Glicério;35030181;MARIA MATHILDE CASTEIN CASTILHO PROFESSORA;Estadual;252.85;271.71;4.308293
SP;3517208;Guaiçara;35026347;ANTONIO FRANCISCO DOS SANTOS JUNIOR;Estadual;;;
SP;3517307;Guaimbê;35026396;JOSE BELMIRO DA ROCHA;Estadual;256.51;266,00;4.274219
SP;3517406;Guaíra;35022238;ENOCH GARCIA LEAL;Estadual;271.12;276.73;4.640044
SP;3517406;Guaíra;35022421;DALVA LELLIS GARCIA PRADO PROFA;Estadual;286.51;274.28;4.819519
SP;3517406;Guaíra;35022433;ZEZINHO PORTUGAL;Estadual;259.88;259.88;4.229933
SP;3517505;Guapiaçu;35028241;CARLOS CASTILHO PROFESSOR;Estadual;264.79;267.21;4.408625
SP;3517604;Guapiara;35014333;JOAO ANTUNES ALEXARE;Estadual;263.3;270.66;4.439344
SP;3517604;Guapiara;35014394;THEREZINHA SACCOMANO PASSARO PROFA;Estadual;;;
SP;3517604;Guapiara;35043369;LUIZ PAGLIATO;Estadual;258.69;293.04;4.709627
SP;3517604;Guapiara;35048227;LEILA MARISA PASSARO PROFA;Estadual;255.55;247.32;3.981095
SP;3517604;Guapiara;35910004;TEREZINHA PAES DE OLIVEIRA;Estadual;256.53;272.2;4.367314
SP;3517604;Guapiara;35913534;TOSHIMARO KACUTA COMEADOR;Estadual;284.25;288.57;5.0017
SP;3517604;Guapiara;35913546;ANTONIO DRAGONE;Estadual;254.09;257.01;4.105649
SP;3517703;Guará;35023310;ROON MARECHAL;Estadual;256.25;248.63;4.010537
SP;3517802;Guaraçaí;35029506;JUVENTINO NOGUEIRA RAMOS;Estadual;279.81;287.97;4.930358
SP;3517901;Guaraci;35028095;JOSE ANTONIO SANTANA;Estadual;258.98;257.29;4.17852
SP;3518008;Guarani d'Oeste;35026864;MARILENE DE LURDES LISBOA SINGH PROFESSORA;Estadual;;;
SP;3518107;Guarantã;35026402;JOSE EGEA PROF;Estadual;250.17;263.73;4.151192
SP;3518206;Guararapes;35029944;JOAO ARRUDA BRASIL;Estadual;274.13;284.3;4.795643
SP;3518206;Guararapes;35030041;WALDEMAR QUEIROZ PROF;Estadual;279.36;288.07;4.925535
SP;3518206;Guararapes;35116774;SESI 237 CENTRO EDUCACIONAL;Privada;;;
SP;3518206;Guararapes;35907248;AIMONE SALA PROF;Estadual;275.86;276.14;4.697785
SP;3518305;Guararema;35006762;ROBERTO FEIJO DOUTOR;Estadual;259.73;254.8;4.151779
SP;3518305;Guararema;35006774;ANTONIO LERARIO;Estadual;;;
SP;3518305;Guararema;35038398;IVAN BRASIL;Estadual;266.91;272.46;4.516993
SP;3518305;Guararema;35048082;JOSE VEIGA PROF;Estadual;;;
SP;3518305;Guararema;35577078;PAULO ISMAEL DOS SANTOS SOBRINHO;Estadual;281.95;296.38;5.086312
SP;3518305;Guararema;35902743;EMILIA LEITE MARTINS;Estadual;255.89;261.53;4.198595
SP;3518404;Guaratinguetá;35012634;CLOTILDE AYELLO ROCHA PROFA;Estadual;265.59;290.76;4.772405
SP;3518404;Guaratinguetá;35012658;ALFREDO DE BARROS SANTOS PROF ETEC;Estadual;324.7;328.65;6.169818
SP;3518404;Guaratinguetá;35012661;RODRIGUES ALVES CONSELHEIRO;Estadual;260.73;268.67;4.373458
SP;3518404;Guaratinguetá;35012683;JOAQUIM VILELA DE OLIVEIRA MARCOES;Estadual;;;
SP;3518404;Guaratinguetá;35012695;ERNESTO QUISSAK PROF;Estadual;288.04;286.29;5.020798
SP;3518404;Guaratinguetá;35012750;MARIA AMALIA DE MAGALHAES TURNER PROFA;Estadual;268.19;279.14;4.63497
SP;3518404;Guaratinguetá;35012841;NILO SANTOS VIEIRA PROF;Estadual;275.52;294.49;4.96771
SP;3518404;Guaratinguetá;35012890;ANTONIO DA CRUZ PAYAO PROF;Estadual;;;
SP;3518404;Guaratinguetá;35012919;ROGERIO LACAZ PROF;Estadual;;;
SP;3518404;Guaratinguetá;35012920;FRANCISCO AUGUSTO DA COSTA BRAGA PROF;Estadual;267.45;281.7;4.6629
SP;3518404;Guaratinguetá;35012932;FLAMINIO LESSA DR;Estadual;;;
SP;3518404;Guaratinguetá;35037175;LUIZ MENEZES PROF;Estadual;;;
SP;3518404;Guaratinguetá;35045378;DINAH MOTTA RUNHA PROFA;Estadual;283.08;296.26;5.100387
SP;3518404;Guaratinguetá;35046000;CARLOS AUGUSTO PATRICIO AMORIM PROF CTIG UNESP;Estadual;;;
SP;3518404;Guaratinguetá;35905045;JOSE PEREIRA EBOLI PROF;Estadual;294.35;290.13;5.166907
SP;3518404;Guaratinguetá;35921725;SYLVIO JOSE MARCOES COELHO PROF;Estadual;260.34;272.95;4.432053
SP;3518503;Guareí;35015003;CASTANHO DE ALMEIDA CEL;Estadual;260.64;270.48;4.39929
SP;3518602;Guariba;35023590;JOSE PACIFICO;Estadual;251.4;251.35;3.983138
SP;3518602;Guariba;35040034;JOSEPHINA DE CAMARGO NEVES PROFESSORA;Estadual;260.77;255.57;4.177912
SP;3518602;Guariba;35463589;BENTO CARLOS BOTELHO DO AMARAL ETEC;Estadual;289.14;296.92;5.195379
SP;3518701;Guarujá;35011459;RENE RODRIGUES DE MORAES PROFESSOR;Estadual;;;
SP;3518701;Guarujá;35011460;JOSE CAVARIANI PROFESSOR;Estadual;;;
SP;3518701;Guarujá;35011484;WALTER SCHEPIS PROFESSOR;Estadual;253.18;263.52;4.190323
SP;3518701;Guarujá;35011496;NOSSA SENHORA DOS NAVEGANTES;Estadual;254.1;257.43;4.112077
SP;3518701;Guarujá;35011502;THEREZA SILVEIRA DE ALMEIDA PROFESSORA;Estadual;250.81;257.69;4.069761
SP;3518701;Guarujá;35011514;DINIZ MARTINS PROFESSOR;Estadual;250.99;266.79;4.208517
SP;3518701;Guarujá;35011538;PAULO CLEMENTE SANTINI;Estadual;;;
SP;3518701;Guarujá;35011548;RAQUEL DE CASTRO FERREIRA PROFESSORA;Estadual;259.14;274.78;4.442594
SP;3518701;Guarujá;35011575;MARCILIO DIAS;Estadual;;;
SP;3518701;Guarujá;35011587;VICENTE DE CARVALHO;Estadual;271.32;284.28;4.755877
SP;3518701;Guarujá;35011666;EDUARDO GOMES MARECHAL DO AR;Estadual;256.71;259.21;4.175381
SP;3518701;Guarujá;35037217;FRANCISCO PAIVA DE FIGUEIREDO PASTOR;Estadual;253.73;258.56;4.123797
SP;3518701;Guarujá;35038775;DOMINGOS DE SOUZA PREFEITO;Estadual;267.25;276.84;4.587337
SP;3518701;Guarujá;35040824;IGNACIO MIGUEL ESTEFNO;Estadual;;;
SP;3518701;Guarujá;35042122;LUCAS NOGUEIRA GARCEZ PROFESSOR;Estadual;250.09;259.3;4.083751
SP;3518701;Guarujá;35042146;WALDEMAR DA SILVA RIGOTTO PROFESSOR;Estadual;;;
SP;3518701;Guarujá;35043345;MILTON BORGES YPIRANGA;Estadual;;;
SP;3518701;Guarujá;35049141;TANCREDO NEVES PRESIDENTE;Estadual;;;
SP;3518701;Guarujá;35186259;OBJETIVO DO LITORAL CENTRO EDUCACIONAL UNIDADE VII;Privada;;;
SP;3518701;Guarujá;35294937;ALBERTO SANTOS DUMONT ETEC;Estadual;305.17;318.88;5.749262
SP;3518701;Guarujá;35903073;JACONIAS LEITE DA SILVA PASTOR;Estadual;258.58;271.29;4.382483
SP;3518701;Guarujá;35908885;ROBERTO AMAURY GALLIERA DOUTOR;Estadual;;;
SP;3518701;Guarujá;35925743;SAO FRANCISCO DE ASSIS;Estadual;254.7;270.24;4.31227
SP;3518800;Guarulhos;35005782;ENNIO CHIESA PROFESSOR;Estadual;273.77;295.8;4.962742
SP;3518800;Guarulhos;35005824;CRISPINIANO CONSELHEIRO;Estadual;274.81;290.51;4.898157
SP;3518800;Guarulhos;35005836;BRASILIA CASTANHO DE OLIVEIRA DONA;Estadual;;;
SP;3518800;Guarulhos;35005847;ETEC DE GUARULHOS;Estadual;317.24;325.06;6.0113
SP;3518800;Guarulhos;35005859;MARIA ANGELICA SOAVE PROFESSORA;Estadual;;;
SP;3518800;Guarulhos;35005861;JOSE SCARAMELLI PROFESSOR;Estadual;262.34;277.82;4.533047
SP;3518800;Guarulhos;35005873;CONRADO SIVILA ALSINA PADRE;Estadual;;;
SP;3518800;Guarulhos;35005885;ROTARY;Estadual;255.96;267.06;4.282362
SP;3518800;Guarulhos;35005903;MARIA HELENA FARIA LIMA E CUNHA;Estadual;260.76;272.77;4.435257
SP;3518800;Guarulhos;35005915;JOSE ALVES DE CERQUEIRA CESAR;Estadual;275.94;280.35;4.761932
SP;3518800;Guarulhos;35005976;MARIA HELENA BARBOSA MARTINS PROFESSORA;Estadual;268.85;284.41;4.723132
SP;3518800;Guarulhos;35005988;MARIA LEONI;Estadual;257.94;270.54;4.362267
SP;3518800;Guarulhos;35005997;VALDIVINO DE CASTRO PEREIRA;Estadual;289.64;310.09;5.399558
SP;3518800;Guarulhos;35006026;ANTONIO DE RE VEREADOR;Estadual;274,00;288.76;4.860583
SP;3518800;Guarulhos;35006048;ARY GOMES CORONEL;Estadual;283.94;285.18;4.946597
SP;3518800;Guarulhos;35006051;JOSE ROBERTO FRIEBOLIN PROFESSOR;Estadual;279.96;280.4;4.819141
SP;3518800;Guarulhos;35006063;FREDERICO DE BARROS BROTERO PROFESSOR;Estadual;266.6;272.68;4.515932
SP;3518800;Guarulhos;35006075;ERICO VERISSIMO;Estadual;274.15;293.92;4.939936
SP;3518800;Guarulhos;35006087;GENOEFA D AQUINO PACITTI PROFESSORA;Estadual;286.39;290.93;5.067085
SP;3518800;Guarulhos;35006099;JUVENAL RAMOS BARBOSA;Estadual;;;
SP;3518800;Guarulhos;35006117;PAULO ROLIM LOUREIRO DOM;Estadual;268.63;289.71;4.799384
SP;3518800;Guarulhos;35006142;MILTON CERNACH PROFESSOR;Estadual;269.57;285.32;4.746867
SP;3518800;Guarulhos;35006154;ROBERTO ALVES DOS SANTOS PROFESSOR;Estadual;;;
SP;3518800;Guarulhos;35006166;FRANCISCO ANTUNES FILHO;Estadual;283.28;295.32;5.089124
SP;3518800;Guarulhos;35006178;ODETE FERNAES PINTO DA SILVA PROFA;Estadual;257.75;279.85;4.49897
SP;3518800;Guarulhos;35006208;ALICE CHUERY PROFESSORA;Estadual;268.57;285.26;4.731924
SP;3518800;Guarulhos;35006257;HOMERO RUBENS DE SA PROFESSOR;Estadual;267.93;286.58;4.742696
SP;3518800;Guarulhos;35006269;FABIO FANUCCHI PROFESSOR;Estadual;268.23;286.51;4.745861
SP;3518800;Guarulhos;35006270;ZILDA ROMEIRO PINTO MOREIRA DA SILVA PROF;Estadual;255.64;262.93;4.216042
SP;3518800;Guarulhos;35006282;BRUNO RICCO PADRE;Estadual;257.07;263.63;4.246605
SP;3518800;Guarulhos;35006294;CHIYO YAMAMOTO DONA;Estadual;267.22;275.39;4.565209
SP;3518800;Guarulhos;35006312;ILIA ZILDA INNOCENTI BLANCO PROFESSORA;Estadual;249.77;266.77;4.191083
SP;3518800;Guarulhos;35006348;VALENTIN GONZALEZ ALONSO PADRE;Estadual;271.34;267.04;4.498074
SP;3518800;Guarulhos;35006373;ANTONIO VIANA DE SOUZA PROFESSOR;Estadual;;;
SP;3518800;Guarulhos;35006397;CID AUGUSTO GUELLI PROFESSOR;Estadual;236.42;240.36;3.608223
SP;3518800;Guarulhos;35006427;JOAO CAVALHEIRO SALEM PROFESSOR;Estadual;254.7;271.82;4.335923
SP;3518800;Guarulhos;35006439;GUILHERMINO RODRIGUES DE LIMA;Estadual;249.56;252.65;3.976756
SP;3518800;Guarulhos;35006440;OSWALDO SAMPAIO ALVES;Estadual;235.35;236.16;3.530321
SP;3518800;Guarulhos;35006452;AUGUST JOHANNES FERDINAUS STAUDER PADRE;Estadual;261.82;263.16;4.306282
SP;3518800;Guarulhos;35006464;THEREZINHA CLOSA ELEUTERIO PROFESSORA;Estadual;254.09;253.61;4.054751
SP;3518800;Guarulhos;35006506;HAROLDO VELOSO BRIGADEIRO;Estadual;;;
SP;3518800;Guarulhos;35035701;ANTONIO GROTKOWSKY PASTOR E VEREADOR;Estadual;258.53;279.38;4.502889
SP;3518800;Guarulhos;35035713;CYRO BARREIROS PROFESSOR;Estadual;265.86;279.26;4.604042
SP;3518800;Guarulhos;35035725;MARIA HILDA ORNELAS DE OLIVEIRA PROFESSORA;Estadual;256.8;266.96;4.292663
SP;3518800;Guarulhos;35036158;MARIO NAKATA PROFESSOR;Estadual;;;
SP;3518800;Guarulhos;35036687;HILDA PRATES GALLO PROFESSORA;Estadual;260.08;276.5;4.481545
SP;3518800;Guarulhos;35038362;BARTHOLOMEU DE CARLOS;Estadual;266.46;272.71;4.514415
SP;3518800;Guarulhos;35038374;ALBERTO BACAN PROFESSOR;Estadual;259.69;270.02;4.379061
SP;3518800;Guarulhos;35041099;ALLYRIO DE FIGUEIREDO BRASIL PROFESSOR;Estadual;280.74;286.6;4.922911
SP;3518800;Guarulhos;35041919;SEBASTIAO WALTER FUSCO;Estadual;255.76;265.59;4.257547
SP;3518800;Guarulhos;35041920;LICINIO CARPINELLI PROFESSOR;Estadual;;;
SP;3518800;Guarulhos;35041932;ARY JORGE ZEITUNE PROFESSOR;Estadual;;;
SP;3518800;Guarulhos;35046413;MAURICIO NAZAR PROFESSOR;Estadual;255.66;264.8;4.244316
SP;3518800;Guarulhos;35046425;HELIO POLESEL PROFESSOR;Estadual;;;
SP;3518800;Guarulhos;35046437;SALIME MUDEH PROFESSORA;Estadual;259.14;271.26;4.389899
SP;3518800;Guarulhos;35048859;VALDERICE THEREZINHA DA MOTTA CAMPOS MARCHINI PROFESSORA;Estadual;257.5;269.16;4.335429
SP;3518800;Guarulhos;35048860;ANTONIO VELASCO ARAGON PADRE;Estadual;;;
SP;3518800;Guarulhos;35048872;MAURICIO GOULART DEPUTADO;Estadual;248.54;268.01;4.19237
SP;3518800;Guarulhos;35079893;PARQUE PRIMAVERA;Estadual;263.58;279.16;4.570522
SP;3518800;Guarulhos;35108078;SESI 398 CENTRO EDUCACIONAL;Privada;;;
SP;3518800;Guarulhos;35125179;SANTA RITA COLEGIO;Privada;;;
SP;3518800;Guarulhos;35126615;CIDADE JARDIM CUMBICA COLEGIO;Privada;;;
SP;3518800;Guarulhos;35152785;ESCOLA SESI HAGOP GUEREKMEZIAN;Privada;;;
SP;3518800;Guarulhos;35191206;PARQUE JUREMA III;Estadual;253.66;268.5;4.271616
SP;3518800;Guarulhos;35285785;REPUBLICA DA VENEZUELA II;Estadual;;;
SP;3518800;Guarulhos;35297525;PIMENTAS VII;Estadual;245.29;247.05;3.832952
SP;3518800;Guarulhos;35297537;LOUIS BRAILLE;Estadual;256.05;260.41;4.184075
SP;3518800;Guarulhos;35337729;IFSP - CAMPUS GUARULHOS;Federal;;;
SP;3518800;Guarulhos;35352585;BOM PASTOR II;Estadual;;;
SP;3518800;Guarulhos;35411292;JARDIM FORTALEZA II;Estadual;265.54;275.99;4.550595
SP;3518800;Guarulhos;35437736;LEVI VIEIRA DA MAIA PROFESSOR;Estadual;254.44;269.12;4.291852
SP;3518800;Guarulhos;35463140;JARDIM SANTA CECILIA;Estadual;290.01;311.62;5.427658
SP;3518800;Guarulhos;35468400;CARBONELL COLEGIO;Privada;;;
SP;3518800;Guarulhos;35578022;PROFESSOR MARCOS HOLAA ALMEIDA;Estadual;252.05;267.97;4.241069
SP;3518800;Guarulhos;35900114;IZABEL FERREIRA DOS SANTOS PROFESSORA DONA BELINHA;Estadual;257.88;267.8;4.320406
SP;3518800;Guarulhos;35900138;ORLAO MINELLA;Estadual;261.5;278.28;4.528135
SP;3518800;Guarulhos;35900148;MARIA LEDA FERNAES BRIGO PROFESSORA;Estadual;;;
SP;3518800;Guarulhos;35900151;MARIA APARECIDA RODRIGUES PROFESSORA;Estadual;269.44;284.23;4.728724
SP;3518800;Guarulhos;35900163;ALAYDE MARIA VICENTE PROFESSORA;Estadual;262.3;277.98;4.53488
SP;3518800;Guarulhos;35901830;ANTONIO PRATICI PREFEITO;Estadual;;;
SP;3518800;Guarulhos;35904806;PEDRO MORCELI;Estadual;245.79;253.43;3.935483
SP;3518800;Guarulhos;35907085;HUGO DE AGUIAR;Estadual;253.86;266.89;4.250323
SP;3518800;Guarulhos;35908459;WAA MASCAGNI DE SA PROFESSORA;Estadual;247.14;252.08;3.934234
SP;3518800;Guarulhos;35908861;JOSE STOROPOLI DEPUTADO;Estadual;;;
SP;3518800;Guarulhos;35908873;ALEXARE LOPES OLIVEIRA;Estadual;248.89;256.71;4.028124
SP;3518800;Guarulhos;35912487;JOSE LEME LOPES DOUTOR;Estadual;256.73;275.09;4.413386
SP;3518800;Guarulhos;35913832;MARIA APARECIDA FELIX PORTO PROFESSORA;Estadual;263.73;276.85;4.538048
SP;3518800;Guarulhos;35914757;MARIA CELIA FALCAO RODRIGUES PROFESSORA;Estadual;;;
SP;3518800;Guarulhos;35916821;PEDRO ROBERTO VAGHI;Estadual;;;
SP;3518800;Guarulhos;35916857;CONJUNTO HABITACIONAL BAIRRO DOS PIMENTAS II;Estadual;264.55;277.17;4.554356
SP;3518800;Guarulhos;35920496;JOSE DA COSTA BOUCINHAS PROFESSOR;Estadual;272.47;279.04;4.693586
SP;3518800;Guarulhos;35921048;FRANCISCO MILTON DE ARADE;Estadual;267.62;289.81;4.786695
SP;3518800;Guarulhos;35921385;ELISIO DE OLIVEIRA NEVES VEREADOR;Estadual;284.51;290.56;5.035142
SP;3518800;Guarulhos;35921476;CIDADE SOIMCO II;Estadual;;;
SP;3518800;Guarulhos;35923175;JOAO LUIZ DE GODOY MOREIRA PROFESSOR;Estadual;262.69;277.48;4.532873
SP;3518800;Guarulhos;35923187;MARIO BOMBASSEI FILHO PROFESSOR;Estadual;253.29;265.43;4.220461
SP;3518800;Guarulhos;35923199;LIAMIL BARBOSA DE OLIVEIRA PROFESSORA;Estadual;256.28;263.99;4.240899
SP;3518800;Guarulhos;35923357;LYDIA KITZ MOREIRA;Estadual;256.04;262.84;4.220312
SP;3518800;Guarulhos;35923424;CARMINA MEES SERODIO;Estadual;251.79;273.58;4.3214
SP;3518800;Guarulhos;35923761;CELSO PIVA PROFESSOR;Estadual;294.58;297.69;5.283311
SP;3518800;Guarulhos;35923771;ZILDA GRACA MARTINS DE OLIVEIRA PROFESSORA;Estadual;260.88;271.15;4.412691
SP;3518800;Guarulhos;35923783;HERNANI FURINI PROFESSOR;Estadual;;;
SP;3518800;Guarulhos;35924052;TOMIE OHTAKE;Estadual;270.66;287.62;4.796607
SP;3518800;Guarulhos;35925044;PONTE ALTA V;Estadual;251.16;256.43;4.055815
SP;3518800;Guarulhos;35925056;MAESTRO JOAO CARLOS MARTINS;Estadual;262.59;263.85;4.327426
SP;3518800;Guarulhos;35925068;RECREIO SAO JORGE II;Estadual;250.43;259.81;4.096161
SP;3518800;Guarulhos;35925073;JARDIM SANTA LIDIA;Estadual;;;
SP;3518800;Guarulhos;35925111;JARDIM MARIA DIRCE III;Estadual;251.01;267.98;4.226612
SP;3518800;Guarulhos;35925123;INOCOOP II;Estadual;264.89;279.16;4.588921
SP;3518800;Guarulhos;35925559;PROFESSORA SIMONE MACHADO DA SILVA TORRES;Estadual;256.72;265.22;4.265491
SP;3518800;Guarulhos;35925561;IDALINA LADEIRA FERREIRA PROFESSORA;Estadual;;;
SP;3518800;Guarulhos;35925585;JARDIM MARIA DIRCE II;Estadual;;;
SP;3518859;Guatapará;35024132;GAVINO VIRDES JORNALISTA;Estadual;265.17;264.09;4.367255
SP;3518909;Guzolâia;35030752;VANIR FERRERO MORAES PROFESSORA;Estadual;275.81;262.03;4.485855
SP;3519006;Herculâia;35034678;ARISTIDES RODRIGUES SIMOES;Estadual;258.84;250.84;4.079997
SP;3519055;Holambra;35017450;IBRANTINA CARDONA;Estadual;270.71;268.27;4.507639
SP;3519071;Hortolâia;35017255;GUIDO ROSOLEN;Estadual;282.21;300.13;5.146102
SP;3519071;Hortolâia;35017279;MANOEL IGNACIO DA SILVA;Estadual;279.86;292.74;5.002468
SP;3519071;Hortolâia;35036468;HONORINO FABBRI DOUTOR;Estadual;262.35;270.08;4.417319
SP;3519071;Hortolâia;35039858;LIOMAR FREITAS CAMARA PROFESSORA;Estadual;275.11;289.9;4.893239
SP;3519071;Hortolâia;35039861;YASUO SASAKI;Estadual;;;
SP;3519071;Hortolâia;35045524;ROBERTO RODRIGUES DE AZEVEDO PASTOR;Estadual;;;
SP;3519071;Hortolâia;35047806;RAQUEL SAES MELHADO DA SILVA PROFESSORA;Estadual;249.46;267.87;4.203196
SP;3519071;Hortolâia;35048240;JARDIM SANTA CLARA DO LAGO;Estadual;273.83;289.3;4.86628
SP;3519071;Hortolâia;35048264;MARIA ANTONIETTA GARNERO LA FORTEZZA PROFESSORA;Estadual;251.61;263.7;4.170967
SP;3519071;Hortolâia;35048276;MARISTELA CAROLINA MELLIN;Estadual;263.04;267.19;4.383747
SP;3519071;Hortolâia;35070294;JONATAS DAVI VISEL DOS SANTOS;Estadual;252.57;250.5;3.986846
SP;3519071;Hortolâia;35456469;IFSP - CAMPUS HORTOLAIA;Federal;336.19;330.94;6.365476
SP;3519071;Hortolâia;35462019;MARIA CRISTINA DE SOUZA LOBO PROFESSORA;Estadual;273.63;289.57;4.867512
SP;3519071;Hortolâia;35462342;PRISCILA FERNAES DA ROCHA;Estadual;278.85;293.72;5.002953
SP;3519071;Hortolâia;35466682;SESI 437 CENTRO EDUCACIONAL;Privada;;;
SP;3519071;Hortolâia;35580824;JARDIM ALINE;Estadual;255.34;268.52;4.295511
SP;3519071;Hortolâia;35585488;COLEGIO ANGLO UNIDADE HORTOLAIA;Privada;;;
SP;3519071;Hortolâia;35900527;PAULINA ROSA PROFESSORA;Estadual;;;
SP;3519071;Hortolâia;35907595;PAULO CAMILO DE CAMARGO;Estadual;271.21;263.09;4.437116
SP;3519071;Hortolâia;35909610;ELISEO MARSON PROFESSOR;Estadual;;;
SP;3519071;Hortolâia;35917540;CONCEICAO APARECIDA TERZA GOMES CARDINALES PROFESSORA;Estadual;;;
SP;3519071;Hortolâia;35917552;HEDY MADALENA BOCCHI PROFESSORA;Estadual;272.17;284.64;4.773204
SP;3519071;Hortolâia;35917965;ANTONIO ZANLUCHI PROFESSOR;Estadual;259.97;269.92;4.381497
SP;3519071;Hortolâia;35919378;RECREIO ALVORADA;Estadual;280.96;285.27;4.906091
SP;3519071;Hortolâia;35924131;EUZEBIO ANTONIO RODRIGUES PROFESSOR;Estadual;;;
SP;3519071;Hortolâia;35924994;CRISTIANE CHAVES MOREIRA BRAGA PROFESSORA;Estadual;272.23;286.3;4.798897
SP;3519071;Hortolâia;35925962;ETEC DE HORTOLAIA;Estadual;323.41;330.54;6.179993
SP;3519105;Iacanga;35025197;JORGE MATTAR PADRE;Estadual;;;
SP;3519204;Iacri;35034496;SYLVIO DE GIULLI;Estadual;262.96;260.84;4.287563
SP;3519253;Iaras;35014552;AVELINO APARECIDO RIBEIRO DOUTOR;Estadual;281.22;261.05;4.547167
SP;3519253;Iaras;35566032;ASSENTAMENTO ZUMBI DOS PALMARES;Estadual;;;
SP;3519303;Ibaté;35024508;EDESIO CASTANHO;Estadual;278.97;291.29;4.968261
SP;3519303;Ibaté;35024545;FULVIO MORGANTI;Estadual;274.31;293.91;4.942033
SP;3519303;Ibaté;35434784;JOAO JACINTO DO NASCIMENTO;Estadual;;;
SP;3519303;Ibaté;35475221;IBATE ETEC DE;Estadual;276.01;295.7;4.992706
SP;3519303;Ibaté;35579427;PROF DR SEGUO CARLOS LOPES;Estadual;261.87;262.83;4.302045
SP;3519303;Ibaté;35907820;ARE DONATONI;Estadual;275,00;288.87;4.876275
SP;3519303;Ibaté;35913736;ORLAO DA COSTA TELLES;Estadual;272.45;289.18;4.845101
SP;3519402;Ibirá;35027972;JOAO PEDRO FERRAZ;Estadual;253.27;262.67;4.178863
SP;3519501;Ibirarema;35033947;FRANCISCO DUARTE;Estadual;268.93;267.43;4.470064
SP;3519600;Ibitinga;35025021;JOSEPHA MARIA DE OLIVEIRA BERSANO PROFA;Estadual;266.26;269.6;4.465049
SP;3519600;Ibitinga;35025045;VICTOR MAIDA;Estadual;271.22;281.16;4.707766
SP;3519600;Ibitinga;35025070;ANGELO MARTINO PROF;Estadual;295.52;298.62;5.310435
SP;3519600;Ibitinga;35047491;IRACEMA DE OLIVEIRA CARLOS PROFA;Estadual;283.99;292.17;5.05194
SP;3519600;Ibitinga;35337705;ETEC VEREADOR E VICE PREFEITO SERGIO DA FONSECA;Estadual;314.97;323.89;5.961903
SP;3519600;Ibitinga;35914368;ARIOVALDO DA FONSECA PROF DR;Estadual;;;
SP;3519709;Ibiúna;35015854;FREDERICO MARCICANO;Estadual;278.98;276.28;4.743701
SP;3519709;Ibiúna;35015957;LINO VIEIRA RUIVO;Estadual;274.42;270.75;4.596871
SP;3519709;Ibiúna;35015970;LURDES PENNA CARMELO PROFESSORA;Estadual;283.61;284.49;4.931633
SP;3519709;Ibiúna;35015982;ROQUE BASTOS PROFESSOR;Estadual;;;
SP;3519709;Ibiúna;35016044;MARIA ANGERAMI SCALAMARE;Estadual;296.12;297.3;5.299102
SP;3519709;Ibiúna;35016056;LAURIA VIEIRA PINTO PROFESSORA;Estadual;263.63;270.65;4.443829
SP;3519709;Ibiúna;35907133;OLIMPIA FALCI DONA;Estadual;266.98;282.61;4.669922
SP;3519709;Ibiúna;35914587;BAIRRO CARMO MESSIAS;Estadual;268.96;270.29;4.5133
SP;3519709;Ibiúna;35920204;BAIRRO VERAVA;Estadual;274.52;288.53;4.864444
SP;3519709;Ibiúna;35920216;BAIRRO VARGEM;Estadual;;;
SP;3519808;Icém;35027819;JOAO RIBEIRO DA SILVEIRA;Estadual;263.21;260.55;4.286733
