Sigla da UF;Código do Município;Nome do Município;Código da Escola;Nome da Escola;Rede;Matemática;Língua Portuguesa;Nota Média Padronizada (N)
RO;1100015;Alta Floresta D'Oeste;11024682;EEEFM EURIDICE LOPES PEDROSO;Estadual;254.41;253.38;4.055802
RO;1100015;Alta Floresta D'Oeste;11024968;EEEMTI JUSCELINO KUBITSCHEK DE OLIVEIRA;Estadual;306.56;300.31;5.490791
RO;1100015;Alta Floresta D'Oeste;11025638;COLEGIO TIRADENTES DA POLICIA MILITAR - CTPM XI;Estadual;285.14;288.04;5.006266
RO;1100023;Ariquemes;11006773;EEEFM CORA CORALINA;Estadual;256.07;254.76;4.099775
RO;1100023;Ariquemes;11006889;EEEFM ANISIO TEIXEIRA;Estadual;264.11;261.11;4.307757
RO;1100023;Ariquemes;11007168;COLEGIO TIRADENTES DA POLICIA MILITAR - CTPM III;Estadual;268.52;268.2;4.475833
RO;1100023;Ariquemes;11007656;COLEGIO DINAMICO EDUCACAO BASICA;Privada;;;
RO;1100023;Ariquemes;11007885;EEEMTI HEITOR VILLA LOBOS;Estadual;289.4;291.49;5.117744
RO;1100023;Ariquemes;11007893;EEEFM RICARDO CANTANHEDE;Estadual;271.57;276.41;4.641574
RO;1100023;Ariquemes;11048620;EEEMTI PROFESSORA CARMEM IONE DE ARAUJO;Estadual;264.64;277.42;4.559362
RO;1100023;Ariquemes;11050233;EEEFM PROFESSORA QUITERIA DE OLIVEIRA DA SILVA;Estadual;263.42;269.42;4.422467
RO;1100023;Ariquemes;11108800;IFRO - CAMPUS ARIQUEMES;Federal;;;
RO;1100031;Cabixi;11034440;EEEFM JOSE DE ANCHIETA;Estadual;262.44;256.32;4.212595
RO;1100049;Cacoal;11025670;CENTRO EDUCACIONAL MEMORINA ROSA CAMPOS;Privada;;;
RO;1100049;Cacoal;11026073;COLEGIO TIRADENTES DA POLICIA MILITAR - CTPM IX;Estadual;278.11;287.05;4.892709
RO;1100049;Cacoal;11026197;EEEFM CARLOS DRUMMO DE ARADE;Estadual;240.12;235,00;3.57995
RO;1100049;Cacoal;11026278;EEEFM CORA CORALINA;Estadual;261.05;260.86;4.261037
RO;1100049;Cacoal;11027290;ESCOLA DE EDUCACAO BASICA E PROFISSIONAL ANTONIO SANCHEZ DE LARRAGOITI Y CURDUMI;Privada;;;
RO;1100049;Cacoal;11027320;EEEFM CARLOS GOMES;Estadual;266.48;273.13;4.520983
RO;1100049;Cacoal;11027347;EEEMTI CLODOALDO NUNES DE ALMEIDA;Estadual;258.08;250.54;4.064832
RO;1100049;Cacoal;11027355;ESCOLA DE ENSINO FUAMENTAL E MEDIO FAMILIA AGRICOLA PE EZEQUIEL RAMIN;Privada;;;
RO;1100049;Cacoal;11027401;EEEFM CELSO FERREIRA DA CUNHA;Estadual;257.96;253.07;4.101021
RO;1100049;Cacoal;11046740;EEEMTI JOSINO BRITO;Estadual;285.61;274.41;4.808825
RO;1100049;Cacoal;11049723;INSTITUTO EDUCACIONAL SOMA - IES;Privada;;;
RO;1100049;Cacoal;11109815;IFRO - CAMPUS CACOAL;Federal;301.01;305.36;5.48844
RO;1100056;Cerejeiras;11034998;EEEM TANCREDO DE ALMEIDA NEVES;Estadual;272.43;275.23;4.635988
RO;1100064;Colorado do Oeste;11035951;EEEFM MANUEL BAEIRA;Estadual;271.24;272.06;4.571819
RO;1100064;Colorado do Oeste;11035960;EEEFM PAULO DE ASSIS RIBEIRO;Estadual;264.22;265.5;4.37502
RO;1100064;Colorado do Oeste;11037016;IFRO - CAMPUS COLORADO DO OESTE;Federal;290.94;298.2;5.239822
RO;1100072;Corumbiara;11036125;EEEFM COLINA VERDE;Estadual;258.64;251.66;4.089464
RO;1100072;Corumbiara;11036397;EEEFM MARECHAL ROON;Estadual;277.15;267.79;4.590903
RO;1100072;Corumbiara;11036486;EEEFM DOUTOR OSWALDO PIANNA;Estadual;247.94;255.12;3.990979
RO;1100080;Costa Marques;11005823;EEEFM ANGELINA DOS ANJOS;Estadual;265.37;258.95;4.293118
RO;1100080;Costa Marques;11047216;EEEFM DARCY DA SILVEIRA;Estadual;255.18;251.11;4.032635
RO;1100098;Espigão D'Oeste;11027754;EEEFM JEAN PIAGET;Estadual;266.62;261.04;4.341962
RO;1100098;Espigão D'Oeste;11028424;EEEMTI 7 DE SETEMBRO;Estadual;289.51;295.57;5.180367
RO;1100106;Guajará-Mirim;11005939;COLEGIO TIRADENTES DA POLICIA MILITAR - CTPM X;Estadual;268.86;279.65;4.652015
RO;1100106;Guajará-Mirim;11006420;EEEF PRESIDENTE EURICO GASPAR DUTRA;Estadual;247.01;273.15;4.247828
RO;1100106;Guajará-Mirim;11006617;EEEFM IRMA MARIA CELESTE CIVICO-MILITAR;Estadual;245.74;251.72;3.909182
RO;1100106;Guajará-Mirim;11006633;EEEFM ROCHA LEAL;Estadual;236.44;247.7;3.718385
RO;1100106;Guajará-Mirim;11006641;EEEMTI SIMON BOLIVAR;Estadual;263.84;261.17;4.304863
RO;1100106;Guajará-Mirim;11006706;CENTRO EDUCACIONAL INOVACAO;Privada;;;
RO;1100106;Guajará-Mirim;11049960;IFRO - CAMPUS GUAJARA-MIRIM;Federal;;;
RO;1100106;Guajará-Mirim;11089806;EEEF SALOMAO JUSTINIANO DE MELGAR;Estadual;259.16;262.7;4.262037
RO;1100114;Jaru;11011491;EEEMTI CAPITAO SILVIO DE FARIAS;Estadual;264.33;285.93;4.682403
RO;1100114;Jaru;11011661;EEEFM PROF DAYSE MARA DE OLIVEIRA MARTINS;Estadual;266.21;280.18;4.62273
RO;1100114;Jaru;11012099;EEEFM GOV JORGE TEIXEIRA DE OLIVEIRA;Estadual;;;
RO;1100114;Jaru;11012145;EEEFM JOSUE MONTELLO;Estadual;262.67;239.24;3.960137
RO;1100114;Jaru;11012277;EEEFM MARECHAL COSTA E SILVA;Estadual;265.14;259.17;4.293181
RO;1100114;Jaru;11012447;EEEFM OLGA DELLAIA;Estadual;254.7;240.81;3.871702
RO;1100114;Jaru;11012579;EEEFM PEDRO VIEIRA DE MELO;Estadual;255.08;250.08;4.015811
RO;1100114;Jaru;11012684;COLEGIO TIRADENTES DA POLICIA MILITAR - CTPM XIII;Estadual;245.29;256.72;3.977712
RO;1100114;Jaru;11012994;EEEFM PLACIDO DE CASTRO;Estadual;262.23;268.55;4.392729
RO;1100114;Jaru;11040076;COOPERATIVA DE PROFISSIONAIS EM EDUCACAO;Privada;;;
RO;1100114;Jaru;11050322;IFRO - CAMPUS JARU;Federal;;;
RO;1100122;Ji-Paraná;11013141;COLEGIO ULBRA SAO PAULO;Privada;;;
RO;1100122;Ji-Paraná;11013737;COLEGIO ADVENTISTA DE JI-PARANA;Privada;;;
RO;1100122;Ji-Paraná;11014156;EEEFM JANETE CLAIR;Estadual;252.25;254.02;4.035046
RO;1100122;Ji-Paraná;11014300;EEEFM JUSCELINO KUBITSCHEK DE OLIVEIRA;Estadual;;;
RO;1100122;Ji-Paraná;11014431;EEEFM MARCOS BISPO DA SILVA;Estadual;264.33;268.25;4.417733
RO;1100122;Ji-Paraná;11015500;EEEFM TUPA;Estadual;256.71;260.52;4.194992
RO;1100122;Ji-Paraná;11015608;EEEFM ALUIZIO FERREIRA;Estadual;281.23;278.67;4.81108
RO;1100122;Ji-Paraná;11015616;EEEFM CEL JORGE TEIXEIRA DE OLIVEIRA;Estadual;247.63;233.74;3.666565
RO;1100122;Ji-Paraná;11015624;EEEFM GONCALVES DIAS;Estadual;254.19;262.64;4.191335
RO;1100122;Ji-Paraná;11015632;COLEGIO TIRADENTES DA POLICIA MILITAR - CTPM IV;Estadual;277.05;283.54;4.825277
RO;1100122;Ji-Paraná;11015667;COLEGIO TIRADENTES DA POLICIA MILITAR - CTPM VI;Estadual;284.11;295.67;5.106021
RO;1100122;Ji-Paraná;11015683;EEEFM PROF JOSE FRANCISCO DOS SANTOS;Estadual;258.51;264.22;4.275662
RO;1100122;Ji-Paraná;11015896;ESCOLA FAMILIA AGRICOLA ITAPIREMA;Privada;;;
RO;1100122;Ji-Paraná;11016094;IEE MARECHAL ROON;Estadual;;;
RO;1100122;Ji-Paraná;11047208;EEEMTI JOVEM GONCALVES VILELA;Estadual;281.42;274.73;4.754767
RO;1100122;Ji-Paraná;11049634;EEEMTI PROFESSOR ALEJARO YAGUE MAYOR;Estadual;310,00;315.8;5.770992
RO;1100122;Ji-Paraná;11106808;IFRO - CAMPUS JI-PARANA;Federal;;;
RO;1100130;Machadinho D'Oeste;11008008;EEEFM ALBERTO NEPOMUCENO;Estadual;;;
RO;1100130;Machadinho D'Oeste;11009080;EEEFM JOAQUIM PEREIRA DA ROCHA;Estadual;259.81;264.61;4.299759
RO;1100130;Machadinho D'Oeste;11048018;EEEM PROFª MARIA CONCEICAO DE SOUZA;Estadual;258.85;266.24;4.310677
RO;1100130;Machadinho D'Oeste;11049812;EEEFM VALDOMIRO FRANCISCO DE OLIVEIRA;Estadual;257.52;242.74;3.9402
RO;1100130;Machadinho D'Oeste;11050870;EEEFM VIVALDINO FERNAES DE AVILA;Estadual;259.64;261.83;4.255754
RO;1100148;Nova Brasilâia D'Oeste;11022221;EEEFM AURELIO BUARQUE DE HOLAA FERREIRA;Estadual;280.6;286.1;4.91346
RO;1100155;Ouro Preto do Oeste;11016507;EEEFM AURELIO BUARQUE DE HOLAA FERREIRA;Estadual;;;
RO;1100155;Ouro Preto do Oeste;11017422;EEEFM MARIA DE MATOS E SILVA;Estadual;279.68;264.35;4.574939
RO;1100155;Ouro Preto do Oeste;11017775;COLEGIO TIRADENTES DA POLICIA MILITAR - CTPM XII;Estadual;286.63;293.76;5.112821
RO;1100155;Ouro Preto do Oeste;11017791;EEEFM JOAQUIM DE LIMA AVELINO;Estadual;277.25;277.58;4.738864
RO;1100189;Pimenta Bueno;11032260;EEEMTI MARECHAL CORDEIRO DE FARIAS;Estadual;290.98;298.83;5.249815
RO;1100189;Pimenta Bueno;11032510;EEEFM ORLAO BUENO DA SILVA;Estadual;256.86;260.26;4.193206
RO;1100189;Pimenta Bueno;11033070;EEEFM RAIMUO EUCLIDES BARBOSA;Estadual;265.88;269.09;4.452077
RO;1100189;Pimenta Bueno;11048956;CENTRO TECNICO ESTADUAL DE EDUCACAO RURAL ABAITARA;Estadual;;;
RO;1100205;Porto Velho;11000058;CENTRO DE ENSINO CLASSE A;Privada;;;
RO;1100205;Porto Velho;11000198;COLEGIO SAPIENS - UNIDADE JARDIM DAS MANGUEIRAS;Privada;;;
RO;1100205;Porto Velho;11000244;COLEGIO DOM BOSCO;Privada;;;
RO;1100205;Porto Velho;11000252;COLEGIO SAPIENS - UNIDADE JARDIM AMERICA;Privada;;;
RO;1100205;Porto Velho;11000260;COLEGIO TIRADENTES DA POLICIA MILITAR - CTPM I;Estadual;315.02;318.69;5.884761
RO;1100205;Porto Velho;11000350;COLEGIO ADVENTISTA DE PORTO VELHO;Privada;;;
RO;1100205;Porto Velho;11000384;EEEMTI 4 DE JANEIRO;Estadual;262.51;274.71;4.488878
RO;1100205;Porto Velho;11000457;EEEFM PROFESSORA ANTONIA VIEIRA FROTA;Estadual;251.41;257.15;4.070104
RO;1100205;Porto Velho;11000554;EEEFM BAEIRANTES;Estadual;260.45;255.86;4.177759
RO;1100205;Porto Velho;11000597;EEEFM BELA VISTA;Estadual;;;
RO;1100205;Porto Velho;11000678;EEEMTI BRASILIA;Estadual;271.02;286.67;4.787442
RO;1100205;Porto Velho;11000708;EEEFM CAP CLAUDIO MANOEL DA COSTA;Estadual;247.66;255.96;3.999622
RO;1100205;Porto Velho;11000856;EEEFM PROFESSOR DANIEL NERI DA SILVA;Estadual;259,00;269.07;4.355149
RO;1100205;Porto Velho;11000880;CENTRO EDUCACIONAL DR GILBERTO MEES DE AZEVEDO;Privada;;;
RO;1100205;Porto Velho;11000937;EEEFM DR OSWALDO PIANNA;Estadual;;;
RO;1100205;Porto Velho;11001046;EEEFM ESTUDO E TRABALHO;Estadual;242.19;250.55;3.841808
RO;1100205;Porto Velho;11001119;EEEFM GOV ARAUJO LIMA;Estadual;258.16;269.17;4.344848
RO;1100205;Porto Velho;11001135;COLEGIO DOM PEDRO II-UNIDADE I;Estadual;265.11;273.03;4.500245
RO;1100205;Porto Velho;11001143;EEEFM GOV JESUS BURLAMAQUI HOSANNAH;Estadual;240.08;249.08;3.790167
RO;1100205;Porto Velho;11001283;EEEFM JOHN KENNEDY;Estadual;261.18;268.19;4.372593
RO;1100205;Porto Velho;11001305;EEEFM JORGE TEIXEIRA DE OLIVEIRA;Estadual;259.32;276.34;4.468475
RO;1100205;Porto Velho;11001410;COLEGIO TIRADENTES DA POLICIA MILITAR CTPM VII;Estadual;283.04;296.03;5.096382
RO;1100205;Porto Velho;11001496;EEEFM MARCOS DE BARROS FREIRE;Estadual;257.95;256.81;4.156869
RO;1100205;Porto Velho;11001550;EEEFM MARIANA;Estadual;254.9;270.83;4.323912
RO;1100205;Porto Velho;11001640;EEEFM MURILO BRAGA;Estadual;261.95;266.46;4.357509
RO;1100205;Porto Velho;11002018;EEEFM PROF FLORA CALHEIROS COTRIN;Estadual;250.65;257.41;4.063323
RO;1100205;Porto Velho;11002123;EEEFM RISOLETA NEVES;Estadual;252.99;253.05;4.030918
RO;1100205;Porto Velho;11002255;EEEFM SAO LUIZ;Estadual;;;
RO;1100205;Porto Velho;11002468;EEEFM BARAO DO SOLIMOES;Estadual;285.04;295.5;5.116538
RO;1100205;Porto Velho;11002476;EEEFM GETULIO VARGAS;Estadual;257.86;269.64;4.34767
RO;1100205;Porto Velho;11002484;EEEM MAJOR GUAPIAIA;Estadual;281.32;294.72;5.052614
RO;1100205;Porto Velho;11002506;EEEFM MARECHAL CASTELO BRANCO;Estadual;257.16;262.09;4.224815
RO;1100205;Porto Velho;11002514;EEEFM PROF ORLAO FREIRE;Estadual;252.32;262.89;4.168813
RO;1100205;Porto Velho;11002522;EEEFM PROF EDUARDO LIMA E SILVA;Estadual;257.33;259.57;4.189478
RO;1100205;Porto Velho;11002549;EEEFM RIO BRANCO;Estadual;265.27;271.64;4.481684
RO;1100205;Porto Velho;11003065;IEE CARMELA DUTRA;Estadual;;;
RO;1100205;Porto Velho;11003081;INSTITUTO LAURA VICUNA;Privada;;;
RO;1100205;Porto Velho;11003413;EEEFM GENERAL OSORIO;Estadual;244.8;240.26;3.724423
RO;1100205;Porto Velho;11003812;EEEFM MARIA NAZARE DOS SANTOS;Estadual;238.17;235.7;3.563042
RO;1100205;Porto Velho;11037474;CENTRO DE ENSINO MINEIRO;Privada;;;
RO;1100205;Porto Velho;11038063;EEEFM ULISSES GUIMARAES;Estadual;245.7;251.98;3.912513
RO;1100205;Porto Velho;11040629;EEEFM JAYME PEIXOTO DE ALENCAR;Estadual;247.29;253.14;3.952209
RO;1100205;Porto Velho;11040688;EPEFM TERRA NOVA;Privada;;;
RO;1100205;Porto Velho;11040793;EEEB PROF JOAO BENTO DA COSTA;Estadual;276.95;286.72;4.871477
RO;1100205;Porto Velho;11043857;COLEGIO CLASSE A;Privada;;;
RO;1100205;Porto Velho;11048450;ESCOLA MARCELO CAIA SUBSEDE I;Estadual;;;
RO;1100205;Porto Velho;11048670;EEEFM PROFESSOR FRANCISCO DESMOREST PASSOS;Estadual;;;
RO;1100205;Porto Velho;11049073;COLEGIO SAPIENS - UNIDADE INTENSIVO;Privada;;;
RO;1100205;Porto Velho;11049430;COLEGIO TIRADENTES DA POLICIA MILITAR II UNIDADE JACI PARANA CTPM II;Estadual;;;
RO;1100205;Porto Velho;11050349;EEEFM FERNAO DE SOUZA GOMES;Estadual;267.09;259.43;4.324461
RO;1100205;Porto Velho;11050578;EEEM PROFESSORA JURACY LIMA TAVARES;Estadual;;;
RO;1100205;Porto Velho;11104805;EEEFM CESAR FREITAS CASSOL;Estadual;;;
RO;1100205;Porto Velho;11109807;IFRO - CAMPUS PORTO VELHO CALAMA;Federal;;;
RO;1100205;Porto Velho;11113804;EEEFM RAIMUO NONATO VIEIRA DA SILVA;Estadual;251.63;267.04;4.221248
RO;1100254;Presidente Médici;11018089;EEEFM CARLOS DRUMO DE ARADE;Estadual;277.43;295.18;5.004865
RO;1100254;Presidente Médici;11018216;EEEFM DONA BENTA;Estadual;279.72;274.78;4.731639
RO;1100254;Presidente Médici;11018267;EEEFM EMBURANA;Estadual;246.02;253.38;3.937965
RO;1100254;Presidente Médici;11018810;EEEFM PROFESSOR PAULO FREIRE;Estadual;263.58;278.91;4.56678
RO;1100254;Presidente Médici;11018950;EEEFM PRESIDENTE EMILIO GARRASTAZU MEDICI;Estadual;257.77;262.75;4.243263
RO;1100262;Rio Crespo;11009306;EEEFM FRANCISCO MIGNONE;Estadual;275.02;266.37;4.53973
RO;1100288;Rolim de Moura;11028750;EEEFM CARLOS DRUMO DE ARADE;Estadual;262.78;254.47;4.189676
RO;1100288;Rolim de Moura;11029056;EEEFM JOSE ROSALES DOS SANTOS;Estadual;281.61;269.63;4.681088
RO;1100288;Rolim de Moura;11029110;EEEFM MARIA DO CARMO DE OLIVEIRA RABELO;Estadual;266.5;272.84;4.516923
RO;1100288;Rolim de Moura;11029170;EEEFM NILSON SILVA;Estadual;286.86;298.1;5.181022
RO;1100288;Rolim de Moura;11029307;COLEGIO TIRADENTES DA POLICIA MILITAR - CTPM VIII;Estadual;277.26;275.95;4.714603
RO;1100288;Rolim de Moura;11029439;EEEMTI CAIDO PORTINARI;Estadual;294.23;289.79;5.160132
RO;1100288;Rolim de Moura;11029455;EEEFM CEL ALUIZIO PINHEIRO FERREIRA;Estadual;290.99;291.9;5.146213
RO;1100288;Rolim de Moura;11029480;EEEFM TANCREDO DE ALMEIDA NEVES;Estadual;265.47;265.69;4.395421
RO;1100288;Rolim de Moura;11045639;COLEGIO CLARICE LISPECTOR LTDA;Privada;;;
RO;1100296;Santa Luzia D'Oeste;11029951;EEEFM JUSCELINO KUBITSCHEK;Estadual;266.63;274.74;4.547192
RO;1100304;Vilhena;11033215;CENTRO EDUCACIONAL ISOLINA RUTTMANN - SESI;Privada;;;
RO;1100304;Vilhena;11033649;EEEFM MARIA ARLETE TOLEDO;Estadual;269.98;277,00;4.628075
RO;1100304;Vilhena;11033797;EEEFM ALVARES DE AZEVEDO;Estadual;276.12;290.46;4.915808
RO;1100304;Vilhena;11033819;EEEM EM TEMPO INTEGRAL MARECHAL ROON;Estadual;270.1;273.77;4.581407
RO;1100304;Vilhena;11033835;COLEGIO TIRADENTES DA POLICIA MILITAR - CTPM V;Estadual;292.23;299.68;5.280096
RO;1100304;Vilhena;11041951;COOPERATIVA EDUCACIONAL DE VILHENA;Privada;;;
RO;1100304;Vilhena;11106867;EEEFM SHIRLEI CERUTI;Estadual;;;
RO;1100304;Vilhena;11107804;IFRO - CAMPUS VILHENA;Federal;;;
RO;1100320;São Miguel do Guaporé;11022981;EEEFM PRINCESA ISABEL;Estadual;264.2;269.32;4.431925
RO;1100338;Nova Mamoré;11003979;EEEFM CASIMIRO DE ABREU;Estadual;256.81;257.56;4.152085
RO;1100338;Nova Mamoré;11004274;EEEFM PROFESSOR SALOMAO SILVA;Estadual;262.83;274.84;4.495318
RO;1100338;Nova Mamoré;11048247;EEEFM PROFESSORA MARIA LAURIA GROFF;Estadual;254.81;264.15;4.222648
RO;1100338;Nova Mamoré;11049855;EEEFM PEDRO MEES CARDOSO;Estadual;241.05;238.09;3.639269
RO;1100346;Alvorada D'Oeste;11023660;EEEFM JOAQUIM XAVIER DE OLIVEIRA;Estadual;;;
RO;1100346;Alvorada D'Oeste;11023678;EEEFM SANTA ANA;Estadual;254.03;253.51;4.052411
RO;1100379;Alto Alegre dos Parecis;11024437;EEEFM ARTUR DA COSTA E SILVA;Estadual;278.99;281.1;4.815997
RO;1100403;Alto Paraíso;11009888;EEEFM LAURIO RABELO;Estadual;;;
RO;1100452;Buritis;11004428;EEEFM BURITI;Estadual;258.92;266.42;4.314354
RO;1100452;Buritis;11039582;EEEMTI MARECHAL ROON;Estadual;272.23;281.51;4.727191
RO;1100452;Buritis;11042028;EEEFM PROF ELVAAS MARIA DE SIQUEIRA;Estadual;;;
RO;1100452;Buritis;11045914;EEEFM MARIA DE ABREU BIANCO;Estadual;;;
RO;1100502;Novo Horizonte do Oeste;11030003;EEEFM AMERICO BRASILIENSE DE ALMEIDA E MELO;Estadual;257.39;251.91;4.07565
RO;1100502;Novo Horizonte do Oeste;11030372;EEEFM MARECHAL CAIDO ROON;Estadual;284.3;284.8;4.945965
RO;1100601;Cacaulâia;11010290;EEEFM FREI HENRIQUE DE COIMBRA;Estadual;251.51;252.09;3.99576
RO;1100700;Campo Novo de Roônia;11004347;EEEFM 15 DE OUTUBRO;Estadual;261.96;265.01;4.335943
RO;1100700;Campo Novo de Roônia;11076801;EEEFM RUTH ROCHA;Estadual;;;
RO;1100809;Caeias do Jamari;11005041;EEEFM CARLOS DRUMMO DE ARADE;Estadual;;;
RO;1100809;Caeias do Jamari;11046953;EEEFM ALBINO BUTTNER;Estadual;258.16;277.2;4.465058
RO;1100908;Castanheiras;11030666;EEEFM FRANCISCA JULIA DA SILVA;Estadual;259.08;261.17;4.238009
RO;1100924;Chupinguaia;11095806;EEEFM FRANCISCA MARTEAL;Estadual;220.49;225.83;3.166973
RO;1100924;Chupinguaia;11106859;EEEFM MOACYR CARAMELLO;Estadual;;;
RO;1100940;Cujubim;11009152;EEEFM ANTONIO FRANCISCO LISBOA;Estadual;252.1;261.93;4.151352
RO;1101005;Governador Jorge Teixeira;11019115;EEEFM CLAUDIO MANOEL DA COSTA;Estadual;277.05;275.38;4.703121
RO;1101005;Governador Jorge Teixeira;11019140;EEEFM COSTA JUNIOR;Estadual;265.08;261.12;4.32153
RO;1101104;Itapuã do Oeste;11005360;EEEFM PAULO FREIRE;Estadual;271.67;272.91;4.590583
RO;1101203;Ministro Areazza;11031298;EEEFM NILO COELHO;Estadual;258.42;250.89;4.074847
RO;1101302;Mirante da Serra;11019948;EEEFM MIGRANTES;Estadual;262.39;264.87;4.339887
RO;1101302;Mirante da Serra;11019956;INSTITUTO ADVENTISTA DA AMAZONIA OCIDENTAL;Privada;;;
RO;1101401;Monte Negro;11010665;EEEFM AURELIO BUARQUE DE HOLAA FERREIRA;Estadual;262.58;261.38;4.29031
RO;1101435;Nova União;11017120;EEEFM MARIA GORETTI;Estadual;258.64;258.31;4.189015
RO;1101450;Parecis;11031689;EEEFM BENEDITO LAURIO GONCALVES;Estadual;257.34;253.75;4.102493
RO;1101468;Pimenteiras do Oeste;11035080;EEEFM INACIO DE CASTRO;Estadual;240.51;253.06;3.855787
RO;1101476;Primavera de Roônia;11031913;EEEFM ESTACIO DE SA;Estadual;;;
RO;1101476;Primavera de Roônia;11032189;EEEFM JOSE SEVERINO DOS SANTOS;Estadual;270.45;263.06;4.425993
RO;1101484;São Felipe D'Oeste;11031964;EEEFM FELIPE CAMARAO;Estadual;;;
RO;1101484;São Felipe D'Oeste;11032359;EEEFM MONTEIRO LOBATO;Estadual;249.56;259.76;4.083193
RO;1101492;São Francisco do Guaporé;11005475;EEEFM CAMPOS SALES;Estadual;269.45;269.24;4.504463
RO;1101500;Seringueiras;11024097;EEEFM OSWALDO PIANNA;Estadual;274.54;274.92;4.660982
RO;1101559;Teixeirópolis;11017384;EEEFM PIONEIRA;Estadual;263.22;260.23;4.282083
RO;1101609;Theobroma;11020326;EEEFM PRIMAVERA;Estadual;259.74;262.38;4.265392
RO;1101708;Urupá;11020504;EEEFM ALTAMIR BILLY SOARES;Estadual;268.09;260.94;4.361111
RO;1101757;Vale do Anari;11008105;EEEFM BARTOLOMEU LOURENCO DE GUSMAO;Estadual;264.82;251.37;4.17192
RO;1101807;Vale do Paraíso;11021403;EEEFM TUBARAO;Estadual;240.22;239.79;3.653061
AC;1200013;Acrelâia;12018422;ESC SANTA LUCIA III;Estadual;284.62;263.24;4.627705
AC;1200013;Acrelâia;12021768;ESC MARCILIO PONTES DOS SANTOS;Estadual;;;
AC;1200013;Acrelâia;12128236;ESC FAMILIA AGRICOLA JEAN PIERRE MINGAN;Estadual;264.96;253.03;4.198737
AC;1200054;Assis Brasil;12015946;ESC PROFª IRIS CELIA CABANELLAS ZANNINI;Estadual;266.78;267.12;4.435227
AC;1200104;Brasiléia;12016284;ESC KAIRALA JOSE KAIRALA;Estadual;268.75;263.52;4.409003
AC;1200104;Brasiléia;12017027;ESC INSTITUTO ODILON PRATAGI;Estadual;274.89;276.52;4.68985
AC;1200104;Brasiléia;12026948;ESC VALERIA BISPO SABALA;Estadual;;;
AC;1200138;Bujari;12009369;ESC SAO JOAO BATISTA;Estadual;247.61;247.51;3.872422
AC;1200138;Bujari;12009555;ESC PEDRO GOMES DE LIMA;Estadual;;;
AC;1200138;Bujari;12020680;ESC NOVA VIDA;Estadual;236.04;222.48;3.335222
AC;1200179;Capixaba;12009725;ESC ARGENTINA PEREIRA FEITOSA;Estadual;;;
AC;1200179;Capixaba;12023396;ESC NOVA ESPERANCA;Estadual;261.52;264.45;4.32138
AC;1200179;Capixaba;12030899;ESC ARISTON FERREIRA DA CUNHA;Estadual;;;
AC;1200203;Cruzeiro do Sul;12000213;ESC ANSELMO MAIA DE CARVALHO;Estadual;;;
AC;1200203;Cruzeiro do Sul;12000418;ESC FLODOARDO CABRAL;Estadual;260.21;262.37;4.271844
AC;1200203;Cruzeiro do Sul;12000450;ESC CRAVEIRO COSTA;Estadual;267.99;265.68;4.430664
AC;1200203;Cruzeiro do Sul;12000906;ESC JUAREZ IBERNON;Estadual;;;
AC;1200203;Cruzeiro do Sul;12000914;ESC CIVICO-MILITAR MADRE ADELGUES BECKER;Estadual;260.4;259.83;4.236488
AC;1200203;Cruzeiro do Sul;12000930;ESC MANOEL BRAZ DE MELO;Estadual;265.08;262.72;4.345482
AC;1200203;Cruzeiro do Sul;12000973;ESC MARCILIO NUNES RIBEIRO II;Estadual;;;
AC;1200203;Cruzeiro do Sul;12001015;ESC MARIA DE NAZARE SANTIAGO;Estadual;;;
AC;1200203;Cruzeiro do Sul;12001686;ESC INSTITUTO SANTA TERESINHA;Privada;;;
AC;1200203;Cruzeiro do Sul;12020249;ESC DOM HENRIQUE RUTH;Estadual;;;
AC;1200203;Cruzeiro do Sul;12021962;ESC MARIA LIMA DE SOUZA;Estadual;;;
AC;1200203;Cruzeiro do Sul;12029718;ESC MAGIA DO SABER;Estadual;;;
AC;1200203;Cruzeiro do Sul;12030937;IFAC - CAMPUS CRUZEIRO DO SUL;Federal;;;
AC;1200203;Cruzeiro do Sul;12033537;COLEGIO MILITAR ESTADUAL DOM PEDRO II - CZS;Estadual;293.46;301.33;5.322072
AC;1200252;Epitaciolâia;12017060;ESC LUIZ GONZAGA DA ROCHA;Estadual;243.24;244.94;3.772573
AC;1200252;Epitaciolâia;12031674;ESC BELO PORVIR;Estadual;270.65;274.85;4.605299
AC;1200302;Feijó;12004120;ESC DOM PEDRO I;Estadual;;;
AC;1200302;Feijó;12004197;ESC JOSE GURGEL RABELLO;Estadual;254.63;250.52;4.016078
AC;1200328;Jordão;12030155;ESC JAIRO DE FIGUEIREDO MELO;Estadual;251.72;264.58;4.185686
AC;1200336;Mâncio Lima;12001791;ESC SAO FRANCISCO;Estadual;;;
AC;1200336;Mâncio Lima;12001805;ESC 1º DE MAIO;Estadual;;;
AC;1200336;Mâncio Lima;12001945;ESC ANTONIO OLIVEIRA DANTAS;Estadual;254.33;257.73;4.119798
AC;1200336;Mâncio Lima;12002046;ESC FRANCISCO FREIRE DE CARVALHO;Estadual;256.88;257.44;4.151272
AC;1200344;Manoel Urbano;12006920;ESC NAZIRA ANUTE DE LIMA;Estadual;242.6;237.21;3.647866
AC;1200351;Marechal Thaumaturgo;12026328;ESC ELVIRA FERREIRA GOMES;Estadual;;;
